Control tobillo derecho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1-ST,,,R2-ST,,,R3-ST,,,R4-ST,,,R5-ST,,,R6-ST,,,R1-TMX,,,R2-TMX,,,R3-TMX,,,R4-TMX,,,R5-TMX,,,R6-TMX,,,R1-EJE,,,R2-EJE,,,R3-EJE,,,R4-EJE,,,R5-EJE,,,R6-EJE,,,R1-TE,,,R2-TE,,,R3-TE,,,R4-TE,,,R5-TE,,,R6-TE,,,R1-VH,,,R2-VH,,,R3-VH,,,R4-VH,,,R5-VH,,,R6-VH,,
Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3
88.0046,69.8681,61.64,86.6037,68.44,55.9387,64.5687,75.2421,54.2697,74.6724,46.7265,33.0902,80.7117,69.2791,64.8998,72.4304,58.5091,64.1686,87.4469,74.8972,68.0164,51.4721,50.4569,52.0375,77.1757,95.7831,57.3023,100.5699,94.7771,76.3576,91.8194,85.464,75.7373,58.5876,42.3407,50.46415,78.051,83.9791,87.5257,77.2404,79.178,78.2092,91.2019,75.214,83.20795,67.1495,57.9226,57.7287,75.1172,76.0308,56.7762,61.7352,55.2518,48.7684,82.3808,92.4807,67.5947,80.5907,61.2855,61.8417,79.9825,70.3625,75.1725,59.04205,65.6649,52.4192,75.5276,68.0109,71.76925,89.2743,92.1433,71.5314,66.9411,46.4123,42.1922,86.4249,81.1099,67.2932,56.0838,55.8245,73.3842,75.6085,78.0268,73.1902,47.7247,47.7045,50.9566,74.964,65.964,62.6529
80.4052,66.1117,56.391,83.5038,65.092,51.6069,66.613,75.0097,55.7061,63.8825,53.0494,40.2188,81.0615,71.1344,65.3544,73.8505,65.649,58.9234,90.158,76.6869,71.4954,51.4302,47.7365,53.7374,82.2157,89.8517,71.755,101.5048,102.8173,93.8499,95.0126,93.7417,77.0018,59.8399,37.4898,48.66485,86.1667,80.2364,96.0704,94.9842,87.1074,91.0458,93.0303,69.8713,75.9458,68.9767,74.3156,59.3813,82.8649,80.2602,59.1571,69.4867,70.5987,55.3099,88.8209,89.9039,74.7226,86.7806,69.9777,63.3293,87.0148,76.9355,81.97515,64.91895,69.777,60.0609,79.36,70.3224,65.1347,92.6301,97.6947,78.7271,68.8371,46.9992,45.1697,92.4412,79.7346,68.5725,66.1639,65.3674,71.8672,72.76265,77.373,68.1523,58.8432,56.5355,54.3794,78.3626,78.1103,70.1596
83.5125,78.8826,65.5984,74.5648,65.2416,50.8262,75.1021,71.7309,53.6326,68.7173,58.1776,43.2843,74.0672,71.6817,65.7424,79.9421,69.391,62.1301,93.3239,83.7119,75.4348,49.3085,54.4361,54.8814,82.9464,85.9438,70.4287,98.3045,112.9997,98.3966,94.9086,87.4308,90.207,72.4314,41.5309,57.4767,92.5667,87.6142,87.3723,79.3414,79.5468,72.7775,78.2475,89.6036,86.2602,67.6114,82.7089,70.6606,88.7251,89.8527,68.9011,75.3048,67.1315,60.8995,96.8386,99.8663,81.6584,80.481,70.4769,63.4379,71.26005,77.9635,64.5566,69.7243,75.9447,63.5039,82.5872,75.3076,69.0219,96.8948,100.8523,83.4945,72.9155,51.9379,46.5926,93.2376,79.882,75.824,60.0766,55.5995,76.326,82.1112,81.33,77.0672,65.8071,61.9427,60.7621,83.9545,82.3664,72.6726
87.1676,80.7475,56.3691,73.9287,61.177,53.3495,72.862,73.5575,58.6139,75.2935,57.6166,30.5786,76.9734,72.1561,65.7621,89.7025,74.9233,69.9897,96.2953,91.7029,71.255,39.7597,54.9063,55.1906,89.7722,96.5837,73.7703,98.4165,89.3779,94.424,81.6492,70.8809,94.1694,74.5514,43.875,61.0582,102.1681,95.6408,92.3903,89.0947,90.7327,63.8449,97.1198,81.7295,82.8506,74.3156,90.2611,84.9145,109.0491,101.4656,71.2559,80.4709,75.9743,65.5178,99.4897,105.1103,91.3673,70.7111,71.8643,73.0447,72.61805,72.3833,72.8528,72.22015,76.9454,67.4949,83.8353,80.3947,76.0689,105.015,104.2499,90.8253,73.2974,50.3217,53.9387,95.0333,81.4427,75.5407,60.4768,57.691,72.6469,79.276,87.6068,81.5886,72.6137,75.2309,68.9141,84.6516,91.2902,75.6605
80.3581,80.0247,60.7557,72.9815,59.7476,48.3718,74.9527,78.3714,62.3363,76.4182,54.9458,38.3303,76.7311,70.6394,62.0005,90.8863,83.0499,75.9232,96.1233,99.8082,84.7108,50.0361,55.6915,51.4846,98.836,95.3522,87.0647,53.082,72.216,76.1157,40.6056,51.3614,75.6626,77.7634,41.7346,65.946,104.7564,105.5385,97.3484,93.9915,88.0229,71.6513,88.0249,84.3449,81.2932,79.3218,81.2602,92.3544,115.679,97.0911,75.8898,94.8688,79.0405,83.6722,97.8527,113.2525,100.6692,85.7232,73.6286,77.1878,91.454,82.1136,71.5713,93.1743,88.9392,78.4984,96.3429,82.78,83.914,108.0664,107.1292,99.0333,76.0692,54.4597,49.9292,93.3417,77.5642,74.8719,65.1666,65.5152,83.2659,90.8627,91.4531,89.8504,77.6317,82.325,81.9836,95.012,96.1714,82.5725
79.2522,77.3352,69.2865,75.0532,57.3345,52.0329,76.4074,93.1747,67.5114,73.0194,56.0253,43.9054,79.2118,69.6423,66.6592,91.8725,81.2136,78.9264,84.5922,93.2628,86.0931,53.0513,71.2659,65.1748,102.9478,99.1536,67.7442,29.9182,39.8861,39.5892,35.0237,35.5027,39.2724,78.401,47.492,74.6776,101.2295,102.5147,96.085,85.1762,86.0431,71.3573,96.3966,95.8063,84.7103,80.7,57.0503,68.013,93.9216,77.885,82.0986,93.3979,81.8341,83.1822,98.9402,99.9772,102.0549,98.5038,81.6664,81.5189,89.4735,85.4455,85.4726,88.6791,93.1621,83.4066,107.8906,94.7789,95.1303,118.1068,115.896,104.9674,78.6709,51.7514,58.3382,94.3342,75.7419,78.1552,76.0362,70.2829,93.312,96.0604,93.6351,100.648,74.7743,77.9084,62.2018,88.1059,75.5481,88.3476
87.3966,81.7745,81.0966,71.7476,55.2588,48.788,80.2589,89.0432,71.635,68.7717,66.283,44.63,67.4828,71.7369,67.1757,83.7374,84.5285,84.9158,62.7743,70.9425,65.9767,57.4629,77.5711,65.5462,107.8492,84.1769,42.7799,46.7391,37.4622,72.8796,41.6913,31.1049,24.4434,83.6174,47.8579,82.3762,106.7816,103.5977,96.275,91.5232,90.5713,84.5979,104.3026,100.8279,100.3724,49.9333,29.972,20.8045,67.9501,49.6675,77.0121,94.1366,86.0738,61.4111,83.7901,90.3377,90.6409,92.7221,80.0823,93.959,85.5296,90.4809,96.3274,88.7661,97.3811,98.1849,107.5296,101.8518,111.4681,128.774,114.3843,110.2006,78.0241,54.1847,60.8666,88.0185,84.6389,76.7238,80.5587,76.9958,90.1954,95.9783,97.1665,103.0199,56.5551,60.1654,42.4235,81.3482,76.7599,86.9731
88.3247,87.1423,82.7599,74.4608,56.4092,52.29,77.4396,81.3173,72.164,74.7807,71.6446,49.2039,78.077,70.7726,61.1389,76.0095,77.1441,86.9208,41.3859,50.9616,52.6762,67.1347,76.9696,74.0221,95.2643,77.5078,33.5559,74.4629,65.5436,55.7749,58.5073,41.8695,38.0946,83.9749,41.3008,91.6307,114.1409,105.0648,107.537,110.3071,96.9456,88.3093,107.3544,77.4941,91.6037,15.3355,33.8875,22.8429,42.5366,38.3675,53.7449,72.1568,79.521,45.356,67.9287,71.8449,67.9147,83.1116,63.7819,101.6983,86.7009,100.5291,102.5106,100.4959,108.9311,113.5163,95.9351,102.4806,102.6957,122.725,101.5139,121.8458,76.9221,59.8726,62.1406,83.8247,81.5303,78.3125,75.5496,81.4527,74.321,94.4152,81.9551,95.8395,37.7694,24.2676,22.644,45.8393,46.28,55.6163
94.1653,90.4655,68.7291,75.7419,58.5021,54.3892,81.1323,56.2191,69.4202,77.4797,71.9508,54.6442,81.1898,69.7894,62.0442,55.2796,62.2348,65.8252,28.4787,36.6432,35.3685,60.962,60.5381,68.8538,62.0561,59.2994,31.8407,91.3032,72.0987,64.6311,60.8057,47.1227,36.3681,66.9143,32.6307,76.8924,109.4807,102.469,108.3795,124.2078,62.4769,89.9844,93.9213,95.6427,97.3641,25.279,53.5827,35.6672,29.2671,34.9639,28.2031,47.1713,48.3965,23.2539,48.7748,54.8786,44.8641,75.825,56.8157,74.4881,95.1476,103.597,84.9905,102.7092,106.0229,96.6714,69.6839,83.2433,86.3251,106.8582,86.8578,104.9031,80.8905,63.315,73.3088,69.1505,83.9985,84.6867,75.0684,71.1464,49.825,65.7733,61.7329,63.9644,25.0158,29.4741,30.1034,35.4777,35.7739,46.7443
