Control rodilla izquierda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1-ST,,,R2-ST,,,R3-ST,,,R4-ST,,,R5-ST,,,R6-ST,,,R1-TMX,,,R2-TMX,,,R3-TMX,,,R4-TMX,,,R5-TMX,,,R6-TMX,,,R1-EJE,,,R2-EJE,,,R3-EJE,,,R4-EJE,,,R5-EJE,,,R6-EJE,,,R1-TE,,,R2-TE,,,R3-TE,,,R4-TE,,,R5-TE,,,R6-TE,,,R1-VH,,,R2-VH,,,R3-VH,,,R4-VH,,,R5-VH,,,R6-VH,,
Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3,Paso 1,Paso 2,Paso 3
38.2132,41.03825,43.8633,43.7526,52.2583,46.3312,42.7601,51.5424,51.2519,29.5329,28.7386,30.3272,47.1719,47.5267,47.9675,43.5963,40.4776,38.0017,32.94,44.9978,41.963,33.4033,42.8702,38.13675,42.7601,47.2555,46.4256,33.9919,40.0429,46.2781,36.602,34.4687,38.8417,51.3654,55.5587,45.3531,29.6087,27.9483,25.3751,28.6971,31.3595,26.5914,24.746,23.8832,21.825,35.5888,34.3027,38.9678,40.9829,49.83,45.1322,28.7354,33.1517,33.1517,50.3943,50.9235,51.344,50.291,52.2583,49.6973,44.334,46.29995,48.2659,43.4849,43.5622,42.2327,44.1899,42.4246,41.0606,52.1984,49.4518,53.3444,43.0255,44.5345,41.963,47.1719,48.6665,44.6275,42.104,45.3531,43.651,42.104,44.2176,46.3312,36.4835,35.657,39.2583,33.9731,44.1899,44.6225
39.5395,41.7014,43.8633,38.5241,45.9419,46.8143,40.1302,46.321,51.8317,29.9038,27.3507,32.4569,47.5267,44.5345,46.4559,45.8225,43.1211,44.6275,34.6987,49.272,45.3658,41.9684,33.9518,39.6412,40.1302,46.4256,51.2519,38.9255,43.7669,46.6457,38.6332,43.0255,40.7782,48.3354,50.5523,49.1754,32.369,32.8633,29.6087,29.4285,28.6971,23.8832,21.825,21.825,23.8832,30.963,38.9678,39.9976,47.6318,50.2406,45.1322,35.1733,39.6583,33.1517,49.3236,60.8236,55.8206,51.4633,55.9085,51.681,51.8257,49.6973,51.8257,43.4849,45.0108,43.5622,46.7381,43.8633,44.6225,53.3444,54.6229,53.3444,40.7782,45.3658,41.1763,46.0948,47.7916,44.5345,39.4167,42.8316,46.8143,42.8316,41.0465,47.9586,39.6412,39.2583,43.3154,37.5973,49.1838,47.2555
40.1302,41.99675,43.8633,42.104,49.453,45.3531,39.6583,48.3789,51.8317,24.1991,26.486,30.5847,44.5345,42.7379,46.4559,43.5963,41.963,45.8225,34.6987,53.6121,44.9978,45.4036,28.8102,44.3692,39.6583,48.7826,51.8317,43.2509,48.2135,46.6457,40.7782,46.0948,47.2608,49.3606,45.3531,51.6344,28.6971,28.1373,27.7582,26.1918,26.5914,28.6971,19.0253,21.3422,21.825,32.0592,36.699,45.7732,52.1587,52.3577,49.83,42.087,42.087,44.6225,54.1213,65.9521,58.2596,50.5859,59.9343,51.681,53.7528,47.6536,53.7528,49.6457,40.2955,45.0108,45.478,47.2555,46.6341,51.9671,51.9671,51.9671,40.7782,43.0255,43.0255,47.7916,47.2608,47.1719,45.3531,46.8143,46.8143,42.4171,42.8316,49.1754,43.3154,39.2583,51.8898,39.5973,51.8317,51.8317
44.1899,46.6341,47.2555,42.104,44.4584,44.8578,39.6583,54.1069,51.8317,26.1918,28.8741,31.3456,44.9978,45.6402,50.2974,45.3658,40.7782,44.5345,36.602,51.5581,51.3913,45.4036,25.0488,38.969,39.6583,46.6341,51.8317,50.6686,53.2623,53.2623,49.272,47.7916,52.0563,49.0826,47.6745,49.1754,31.3595,29.6087,30.8437,28.6971,35.8536,32.369,23.8832,26.5914,23.8832,41.3787,44.6196,59.9764,56.9875,52.9515,50.2406,45.478,49.1838,47.2555,66.3101,63.5081,63.325,58.1446,62.079,57.8765,55.9085,51.8257,59.9343,48.8022,47.9476,44.1003,49.979,51.8317,51.2519,57.555,54.995,59.1981,41.1763,42.8339,40.7782,49.6155,51.5581,47.7916,51.6344,44.5585,44.7582,48.9897,48.9897,51.2755,47.7488,49.4518,54.249,42.087,49.979,57.4031
53.4503,44.6225,51.2519,36.8013,42.4171,42.104,48.7826,51.1548,62.1342,30.3272,30.5847,36.4924,46.4559,47.4382,48.5795,44.9978,43.0255,43.0255,36.602,53.9356,55.7711,32.9587,28.8102,31.3587,48.7826,49.1838,51.8317,55.9857,53.2623,60.9879,47.2608,39.4618,39.4618,46.3312,42.104,53.4905,33.5123,29.6087,29.4285,33.5123,38.9255,37.0495,24.746,32.369,23.8832,43.916,48.6729,55.0253,64.4782,58.6607,54.9944,42.7601,47.2555,41.0606,68.7023,66.3101,68.5265,60.0656,68.5265,60.0656,60.4584,58.6784,60.0656,51.8457,47.9476,47.9476,55.954,58.2079,53.4503,65.3179,58.4873,58.4873,45.3658,44.9978,43.0255,51.3913,51.3913,49.6155,46.8143,49.1754,49.1754,49.1754,55.8136,51.2755,50.0892,51.8898,46.8383,47.2555,48.2776,46.7381
55.7711,46.6341,51.2519,41.0465,40.7249,43.651,49.1838,47.2555,65.0912,26.1918,30.5847,36.4924,45.8225,44.6275,45.8225,49.6155,44.9978,42.8339,41.1763,43.1211,55.7711,30.2903,33.4033,26.0363,49.1838,51.8317,62.1342,38.3566,41.8055,41.8055,41.963,29.9372,35.3806,45.3531,47.9586,55.8136,28.6971,26.5914,31.3595,40.0429,34.1504,37.0495,21.825,37.0495,29.4285,44.6196,38.3123,41.2547,62.1001,58.6607,55.7592,28.2596,37.0983,39.5395,60.8236,58.4519,55.8206,51.8257,62.079,62.079,64.686,55.4267,62.336,55.8033,49.9941,49.9941,58.5634,58.2079,60.582,69.7944,60.9528,60.3947,52.0563,43.5963,43.0255,53.6121,55.7711,51.5581,48.9897,51.2755,51.6344,47.1981,51.2755,48.9897,45.4036,37.694,31.3587,48.2776,42.4246,35.3045
58.5634,53.4503,55.7711,42.4171,42.104,45.3531,49.1838,46.4256,57.4031,26.1918,30.5847,35.3806,45.8225,45.8225,48.6665,46.0948,51.5581,43.0255,37.8956,32.5783,43.5963,30.2903,40.0211,27.7836,49.1838,57.4031,65.0912,36.1558,38.3566,40.9998,31.3456,28.8741,28.8741,56.1522,53.6649,51.2755,43.2509,26.5914,36.1558,43.1211,35.3962,32.369,23.2164,29.4285,34.1504,32.5189,29.4998,30.6433,51.0545,53.9309,51.0545,28.2596,24.1454,26.2774,51.344,39.9976,51.344,46.017,51.8257,51.8257,67.1146,55.4267,62.8482,59.8296,56.0604,52.116,58.2079,37.5973,48.7826,64.7812,62.404,64.7812,54.5788,47.7916,46.0948,51.3913,53.9356,55.7711,53.6649,51.6344,52.347,37.9572,43.651,40.4012,30.2903,25.0488,25.0488,34.1082,31.161,27.1196
44.6225,48.7826,55.954,46.8143,42.8316,46.8143,51.1548,48.7826,64.8406,24.8282,34.6987,28.7386,43.1211,47.1719,52.8791,50.2974,46.0948,47.2608,33.888,28.7386,37.8956,35.2375,51.9671,32.6218,51.1548,62.1342,57.4031,38.4995,47.1323,43.7669,28.8741,38.8417,28.3288,51.2755,53.4905,41.0465,40.9998,34.1504,33.5123,29.6087,26.3923,22.0627,23.2164,27.7582,27.7582,28.1415,29.6656,30.963,39.1494,44.7982,44.7982,26.9531,22.6199,24.1454,38.3123,33.8646,39.9976,39.9268,55.9085,45.1416,65.3131,53.964,56.9997,58.2778,62.3234,54.3096,48.7826,31.307,35.1733,55.8079,55.8079,69.7944,51.3078,49.6155,54.0163,53.9356,52.0563,60.2348,54.1858,55.0466,53.4031,35.2502,35.2502,31.82,28.8102,26.3121,25.4764,27.1196,28.2596,27.1196
40.1302,40.1302,58.5634,46.8143,49.7295,48.9897,55.6796,46.6341,51.1548,20.7875,35.3806,26.0436,48.6665,47.7916,44.5345,41.8653,46.0948,50.2974,35.3806,37.0375,32.5783,42.9596,57.8429,39.7364,55.6796,65.0912,64.8406,52.2583,52.3705,52.2583,32.4569,38.0017,35.3806,53.6649,58.0743,35.2502,31.0165,33.5123,28.6971,26.3923,27.7582,24.746,20.0867,20.0867,21.825,39.2273,33.8646,28.1415,37.5001,31.8265,36.0546,26.2774,24.3297,26.2774,39.2273,36.699,37.2434,43.8439,39.7493,40.4553,55.4267,35.2672,47.5767,50.4098,52.6861,54.9624,28.419,26.2774,30.7195,47.7488,47.4193,60.1144,47.1719,49.6155,46.0948,43.0255,43.5963,60.385,54.1858,55.0466,56.8255,36.0926,34.2655,36.0926,37.3945,27.7836,27.7836,28.2596,28.7354,25.4094
