"Pendulo Derecho",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R1-ST, 15 dpl",,,"R1-ST, 30 dpl",,,"R2-ST, 15 dpl",,,"R2-ST, 30 dpl",,,"R3-ST, 15 dpl",,,"R3-ST, 30 dpl",,,"R4-ST, 15 dpl",,,"R4-ST, 30 dpl",,,"R5-ST, 15 dpl",,,"R5-ST, 30 dpl",,,"R6-ST, 15 dpl",,,"R6-ST, 30 dpl",,,"R1-TMX, 15 dpl",,,"R1-TMX, 30 dpl",,,"R2-TMX, 15 dpl",,,"R2-TMX, 30 dpl",,,"R3-TMX, 15 dpl",,,"R3-TMX, 30 dpl",,,"R4-TMX, 15 dpl",,,"R4-TMX, 30 dpl",,,"R5-TMX, 15 dpl",,,"R5-TMX, 30 dpl",,,"R6-TMX, 15 dpl",,,"R6-TMX, 30 dpl",,,"R1-EJE, 15 dpl",,,"R1-EJE, 30 dpl",,,"R2-EJE, 15 dpl",,,"R2-EJE, 30 dpl",,,"R3-EJE, 15 dpl",,,"R3-EJE, 30 dpl",,,"R4-EJE, 15 dpl",,,"R4-EJE, 30 dpl",,,"R5-EJE, 15 dpl",,,"R5-EJE, 30 dpl",,,"R6-EJE, 15 dpl",,,"R6-EJE, 30 dpl",,,"R1-TE, 15 dpl",,,"R1-TE, 30 dpl",,,"R2-TE, 15 dpl",,,"R2-TE, 30 dpl",,,"R3-TE, 15 dpl",,,"R3-TE, 30 dpl",,,"R4-TE, 15 dpl",,,"R4-TE, 30 dpl",,,"R5-TE, 15 dpl",,,"R5-TE, 30 dpl",,,"R6-TE, 15 dpl",,,"R6-TE, 30 dpl",,,"R1-VH, 15 dpl",,,"R1-VH, 30 dpl",,,"R2-VH, 15 dpl",,,"R2-VH, 30 dpl",,,"R3-VH, 15 dpl",,,"R3-VH, 30 dpl",,,"R4-VH, 15 dpl",,,"R4-VH, 30 dpl",,,"R5-VH, 15 dpl",,,"R5-VH, 30 dpl",,,"R6-VH, 15 dpl",,,"R6-VH, 30 dpl",,
"Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3","Paso 1 ","Paso 2","Paso 3"
86.4595,98.0667,97.0036,80.1612,74.6178,70.3098,165.836,152.8669,146.9167,153.5139,154.661,157.5897,146.5971,136.475,141.53605,153.2192,150.4355,146.0199,132.7631,132.9417,135.3747,146.3249,144.1512,144.9397,132.8623,133.9454,133.40385,157.1506,144.8056,140.5614,127.5817,126.4382,128.9071,127.3693,140.4937,125.7576,138.1757,139.3858,138.1024,119.7846,123.2457,129.0237,147.7628,142.3747,140.1085,141.9008,148.7607,141.7248,137.3449,137.3115,142.8217,157.9912,143.1527,150.2778,153.3105,140.7174,142.2238,140.3713,136.891,134.4655,155.4951,141.4927,148.4939,147.9779,155.3502,144.6383,137.7472,136.3214,134.0407,139.0364,143.1225,146.26,153.5225,145.4189,150.1966333,137.7577,146.0553,141.9065,154.0002,143.8348,151.9498,136.1199,136.8585,136.8585,142.2668,135.921,141.8146667,132.7042,123.9506,125.4172,144.0604,130.7077,135.9156,129.7197,130.21185,130.704,145.5532,132.9134,130.8471,135.6008,134.1567,132.219,132.8581,133.5179,131.3212,134.4196,133.1463,137.7138,142.0983,145.8699,143.9841,144.6911,144.2392,143.7873,151.8906,149.9503,142.2298,135.9444,137.938,145.1515,132.4161,137.8477,136.5577,131.1794,130.0545,130.61695,136.2481,131.0182,127.6588,134.7633,138.4743,139.2827,152.8954,147.7624,152.194,139.83015,139.8844,139.7759,142.3084,146.885,145.0283,133.3718,135.2058,134.2859,142.2379,141.6592,138.614,147.4879,140.6519,139.9596,137.8848,137.8525,134.0766,139.3525,136.00895,132.6654,159.9321,162.3068,151.3474,161.2608,168.5352,168.0092,149.2812,148.2656,148.7734,143.2804,139.9467,144.3284,150.8106,150.7968,147.6793,136.9396,139.2241,141.4352,136.1311,131.5113,133.8212,132.4425,136.2018,134.32215
91.2946,107.1051,94.1215,93.6329,73.2631,76.9829,162.3554,147.4239,144.319,152.0702,151.3176,154.6365,139.7751,135.3108,137.54295,149.6977,149.8822,143.6085,133.7002,131.4023,135.412,143.6249,141.8219,145.9381,133.0921,133.6496,133.37085,154.537,144.8131,137.766,126.411,124.8352,130.3123,127.9012,137.0601,125.5687,131.6955,138.1566,138.0961,122.2816,125.1267,131.5944,145.3936,139.9926,137.0214,140.5524,144.539,136.0409,136.2306,133.1085,140.4762,155.8266,142.4432,152.062,149.7901,136.1592,137.6555,136.9031,132.6112,130.3593,155.0293,144.7292,149.87925,143.9611,153.9,142.7676,134.7521,132.4116,129.8444,138.2854,140.3004,143.2555,153.5164,145.6159,149.4728,135.9949,139.1065,137.3277,149.1256,141.7574,145.6573,130.3592,134.3744,132.7194,138.7597,131.3233,138.2816667,132.2293,121.4668,123.34,141.564,129.2062,132.781,128.8954,130.8618,128.1424,143.5351,130.5856,129.8136,130.4073,131.4537,129.666,133.0426,131.8617,129.0101,133.8671,132.0771,139.1168,143.7864,145.3631,146.3940667,140.9785,143.397,141.8058,146.5495,146.8311,138.908,132.0904,135.0512,142.2158,130.2576,136.5666,135.9143,128.1337,128.0989,128.1163,132.7886,128.5417,122.6791,133.1286,136.9988,140.0183,148.8034,144.0613,145.4584,135.7518,138.9485,132.5551,135.4845,144.1932,142.7518,132.5494,133.5816,131.8925,138.7078,140.158,137.1452,144.3364,137.7857,136.4069,136.4272,135.6551,132.3122,137.1855,133.61535,130.0452,157.6204,162.9602,148.5161,161.1192,171.4185,170.959,145.5645,144.6132,145.08885,142.4239,139.0677,141.6728,148.6479,148.2849,144.441,135.6666,139.9524,139.1524,133.0432,129.2857,127.7639,130.2065,134.9524,132.57945
90.5919,114.8408,107.8751,91.4232,92.0542,85.4689,159.3569,143.7896,141.8077,149.0322,147.6941,150.9653,139.6167,133.5433,136.58,146.8767,147.8241,140.3337,134.4213,131.5407,137.1835,140.0909,140.5812,144.1138,133.1724,132.2757,132.72405,150.6512,142.287,134.9847,123.5691,124.1505,129.1073,126.4516,134.3338,126,133.2313,139.3794,138.0527,123.9739,125.8933,131.5944,141.4556,138.4963,135.5596,138.2401,139.937,135.2775,131.213,128.3773,136.2444,154.0598,139.1601,147.4709,145.0452,133.2818,135.3377,131.9979,131.9919,129.6547,151.7963,147.3508,149.57355,141.1295,150.2337,142.6358,133.3618,131.9393,128.6507,136.2839,138.2359,141.0009,150.1631,142.6947,146.7460667,132.8534,136.926,132.7597,143.8247,133.3332,144.2893,126.1075,129.8356,130.1542,135.3208,129.3497,135.5543,128.8163,122.0508,122.2535,139.282,127.1661,130.6712,122.2758,127.8171,125.469,139.5482,130.7429,129.2438,128.5827,129.8338,128.205,131.9757,131.6703,130.2974,133.9376,132.7423,139.131,141.6388,141.9897,142.8572333,142.4235,140.2801,140.0861,142.0054,142.4125,136.3579,129.0707,134.2406,139.5782,129.7186,135.9219,137.8383,125.7184,125.4186,125.5685,134.5601,126.1841,120.623,131.5624,132.4848,138.4947,144.9744,141.6805,147.3013,127.8378,134.0628,129.3032,133.1,139.396,139.5335,129.8165,130.2316,129.2908,137.911,136.394,137.138,142.4517,134.6376,137.1046,135.7203,132.596,133.1576,135.2862,130.4322,132.5186,159.2085,163.5866,151.3581,159.826,172.3855,168.3068,144.1937,143.4961,152.678,141.3516,135.5763,141.5508,147.2039,144.1,141.1402,135.6439,137.6587,138.39,131.6293,128.6379,128.0091,129.1663,132.3211,139.0899
87.5229,124.3569,110.4002,101.3161,93.1621,89.5257,157.4447,139.3745,139.988,146.7539,143.3374,147.253,136.49,134.63,135.56,143.9466,146.0764,137.7478,133.1496,130.1531,138.9192,140.7091,139.3785,141.0828,132.2047,131.6162,131.91045,146.8625,140.5614,132.8713,122.2133,123.4481,126.4624,126.5239,131.8806,123.0463,136.8772,140.5421,136.8772,125.1379,127.3593,136.7996,139.1926,133.5319,131.3178,135.4109,137.6127,132.7974,131.5493,129.9042,136.2491,154.1304,139.1089,147.8161,141.0538,130.5573,131.9524,128.7549,128.9838,126.7757,151.7963,147.9556,149.87595,143.1187,148.7978,145.1929,131.1203,129.2394,127.514,134.3767,136.2902,137.58,149.2433,144.8695,146.4172667,130.0389,138.3462,132.7461333,142.2172,131.5154,138.5323,119.4113,125.2773,126.7665,132.4998,127.3108,133.3067,123.2147,121.5915,119.8103,137.625,126.5263,127.9837,120.724,124.1694,123.3372,137.9467,128.5734,128.3455,128.9452,127.4662,127.4801,133.1979,132.7639,133.02,134.0698,132.7353,138.4931,139.8897,138.8696,139.5210667,140.4859,138.5929,136.0952,139.4809,142.2605,132.2583,125.9634,131.6111,136.1772,128.1774,134.6501,139.2498,127.0204,128.8774,127.9489,129.7789,124.9,119.1505,130.6927,134.0834,137.0398,139.1032,141.1931,144.4315,127.3033,132.2877,126.3212,130.0999,135.6574,137.8988,130.0369,129.0476,125.9379,134.1468,134.2024,134.8998,139.3433,132.7284,135.0833,133.5095,131.094,131.7437,132.8023,130.4399,132.1011,161.0517,161.5911,157.4588,157.8473,170.4926,169.5462,140.7904,140.1562,148.2724,138.3233,136.9529,136.9153,144.3273,144.3273,140.273,133.4922,136.9396,138.3594,130.798,125.9515,127.8777,127.0241,130.861,139.7262
86.2682,112.3872,101.2983,108.5734,101.6236,99.9898,153.6191,136.4262,136.4699,146.2455,140.7895,143.0161,135.9337,137.7936,136.86365,142.7208,142.2982,137.1402,133.9392,131.6725,137.7477,141.4299,139.5548,138.8395,131.3972,130.2485,130.82285,143.7998,139.4483,132.7962,120.9041,122.8806,126.6988,124.49,128.7916,122.4138,135.7144,142.7226,140.2563,124.7381,128.6915,138.0781,135.0015,130.8683,128.7098,133.9864,133.0289,133.5552,129.8996,130.2846,132.5624,149.9523,139.1601,144.714,140.1796,128.7673,130.54,127.0574,127.68,125.2617,150.5686,149.314,149.9413,145.42,150.5805,148.4653,128.4456,127.8939,126.2254,133.9211,133.7184,134.9404,147.7805,142.7004,144.7451333,129.7566,134.9858,131.3778667,134.0471,131.6513,142.3953,115.0571,122.2696,124.414,129.4836,126.734,131.5145,121.3562,117.8887,120.2832,136.0049,125.9473,127.549,119.0506,120.2942,121.4576,133.5734,127.0804,128.3531,128.5062,126.4512,124.775,133.4881,133.2747,134.1894,132.4157,134.4372,139.3065,130.1293,132.7094,132.7012667,134.6901,136.1033,133.4927,136.5919,136.3723,130.9872,125.3881,131.1875,131.3699,128.2936,134.5772,140.6196,131.7209,134.3514,133.03615,126.2303,123.3316,116.7305,130.7066,134.1704,137.7979,137.15,135.4989,144.4315,126.4494,128.8369,121.6793,129.0054,132.9799,133.2928,127.6179,126.8506,126.8506,134.8618,131.2749,132.6099,137.1121,129.5702,134.2422,129.9919,130.4364,131.3856,132.4532,130.5884,129.0554,157.4123,159.2339,156.2149,158.3875,171.2832,172.6127,139.2215,137.7611,146.5746,136.9594,137.6978,137.6405,143.7343,141.5127,138.6872,136.2574,136.9458,140.2227,129.061,125.9583,126.8131,127.2274,128.2748,137.6346
56.5308,71.5212,84.205,107.844,125.6271,114.5774,151.416,135.8778,135.9139,145.2479,138.2159,140.3091,134.1764,141.7401,137.95825,140.1983,141.4001,136.0018,134.4284,132.4119,136.0314,143.6013,141.7039,140.069,131.0153,130.6759,130.8456,140.029,136.6387,130.6054,120.3453,122.4026,122.8597,123.2126,131.0888,124.9954,138.059,140.2691,141.295,127.8773,130.2509,139.3001,132.371,129.6904,129.4931,131.1324,130.1821,129.6014,130.7216,128.3754,132.7903,144.9484,137.5566,144.2326,135.3063,128.7673,130.8534,129.1949,128.1508,124.9845,146.7197,147.1903,146.955,148.2376,150.9454,151.2881,126.2184,122.7601,123.1287,131.6393,131.6194,135.6484,144.2357,142.3607,142.8909,128.556,131.8694,129.2907333,132.6714,133.53,137.6288,118.429,119.4168,119.2606,127.9941,125.8808,130.1720667,119.9058,118.7074,118.7074,134.9442,124.5316,124.6974,119.1011,118.6282,121.9222,131.014,125.9082,127.5061,126.4507,126.6878,125.4132,133.4272,134.2043,137.1476,131.6634,134.3135,140.7979,124.8427,130.9285,130.6505667,133.3649,134.8303,129.4627,135.3941,137.2103,129.6615,124.2158,132.5883,128.6347,130.1043,135.8475,142.0005,137.0354,139.0775,138.05645,123.1976,121.7767,117.1976,130.2182,133.4395,137.8107,131.3499,132.5073,141.6169,120.2352,123.5548,122.5201,126.3584,130.134,131.0909,128.5756,125.0056,123.9469,131.8059,129.3974,131.1079,134.8884,129.8138,133.1864,130.9423,127.9921,132.925,128.7772,126.3716,127.6111,159.5734,159.2339,153.6575,157.3074,169.0879,172.1563,136.2651,136.9833,142.1638,136.252,138.6572,136.2141,141.6541,141.6541,137.0025,136.9711,138.3493,141.3383,129.0678,125.3965,128.0299,127.8937,128.9821,136.2811
45.4535,33.2809,36.4787,121.1293,128.8069,124.3778,149.7459,130.921,133.7353,143.3293,134.5145,137.761,137.7633,144.7479,141.2556,137.7809,139.2321,133.7214,135.7646,132.4188,135.3691,145.4366,145.4294,141.6009,131.4952,131.7818,131.6385,137.7813,136.6925,129.3671,117.7562,122.2071,123.7608,125.5454,129.8075,127.1563,141.4766,140.2756,143.4976,125.9329,133.7335,141.5853,128.7686,127.2891,127.3467,127.9412,128.9277,129.8088,128.1237,127.5124,132.4493,142.9649,136.0685,143.1527,133.8905,128.566,129.7724,129.8686,124.6905,124.4291,143.8056,146.151,144.9783,151.5228,153.8428,151.8607,125.3772,120.931,116.8262,131.2983,129.007,133.6322,143.7063,143.4148,142.1827667,129.5133,130.2034,128.5629,130.028,130.9325,136.6997,126.4992,117.9047,117.5829,128.5645,125.3552,129.3805,119.9646,118.7345,119.2339,134.7614,124.4078,124.1757,118.1103,113.2445,120.3704,129.6609,127.0426,127.0271,125.0464,125.9975,128.4382,134.0927,135.315,138.4281,133.3439,134.9257,147.803,126.7445,133.4839,132.8642,131.9063,131.9184,131.7006,129.5172,135.5737,127.4372,125.6771,132.1635,127.2251,129.7763,135.1434,141.3722,138.3923,141.8214,140.10685,120.3063,121.6556,122.1538,132.5613,133.3673,137.756,128.5809,135.6812,142.6136,120.6533,121.2387,122.3649,125.5899,128.0174,129.9819,127.8836,124.1637,125.0885,128.3919,129.0009,131.7917,132.3635,132.7284,133.8491,130.5055,126.3256,131.6766,124.8173,128.6781,126.1446,160.3474,162.9653,160.0454,159.2489,173.1175,176.3872,134.2047,134.8156,142.1638,134.6559,139.737,136.9215,140.6595,139.7012,137.0025,134.7463,139.8941,142.248,126.6059,123.1411,127.9446,128.0049,129.3512,135.5695
43.216,45.9059,31.0051,122.3062,119.9284,92.2987,145.6947,129.9658,131.5449,141.6327,130.8944,136.5105,137.8298,145.7277,141.77875,137.1778,138.5154,134.3361,137.169,132.9417,133.63,145.0451,146.2217,143.0099,132.2722,133.9805,133.12635,135.5343,132.5749,128.7756,116.8324,119.1439,121.3404,130.3165,127.9676,135.0201,139.1183,140.2887,145.675,126.7426,134.6647,141.8026,126.2799,125.4963,126.2987,127.3865,127.8879,127.3806,131.2841,130.1909,132.027,141.8608,133.0915,140.7194,130.4039,133.9618,130.5515,126.9928,124.6262,125.8755,141.1945,146.7849,143.9897,152.4707,154.8259,153.8185,120.1937,117.9397,117.2402,129.4035,128.3711,131.9822,143.295,142.2463,141.2397667,132.4064,131.0138,129.6825667,128.3893,130.3955,134.5021,139.2396,118.457,116.2862,127.9485,127.9238,130.0534333,122.198,120.0909,119.934,136.5022,127.2009,122.9811,125.087,114.7586,120.5125,127.0426,127.1206,125.2733,125.4977,127.478,131.1548,135.2396,135.2396,137.1626,134.4051,134.8791,153.0353,134.0576,144.9788,141.3984,127.9571,129.3894,125.4756,130.1013,131.0715,128.0099,128.3138,130.6742,131.6321,129.2213,134.5092,140.7272,140.4688,141.2898,140.8793,119.839,123.7297,122.1611,136.3532,136.3532,137.7496,126.9893,133.7174,141.7719,118.5124,121.4428,119.4217,123.2662,125.6376,127.9961,126.5656,124.4849,124.0543,128.8195,125.814,131.7988,132.0923,130.0988,136.2968,128.3106,125.5348,129.7362,122.0679,125.0084,124.4142,158.4528,159.9474,153.8579,158.5303,177.5762,179.1698,134.2782,134.8692,140.3359,134.457,138.8902,140.1013,139.7905,138.8225,135.0864,131.5066,139.2023,141.6413,124.2574,121.4161,122.0711,126.4319,129.5783,134.9245
83.8751,38.2218,32.9317,130.8131,87.147,67.6149,142.7825,128.2842,129.3704,140.333,129.8832,134.0783,141.1329,145.2347,143.1838,137.7939,138.5226,136.5948,136.4123,134.1909,133.5572,146.1054,147.8098,145.8137,133.9076,133.9076,133.9076,132.7103,131.9202,129.3826,120.2025,120.711,121.6756,137.7873,125.5741,142.0218,138.0455,141.5027,148.2521,128.749,143.2193,141.6135,123.3793,121.5474,122.0681,127.6144,126.697,126.179,140.0679,138.7529,132.6063,137.694,132.4138,142.2842,129.4074,136.0671,133.2061,130.1308,125.2377,126.2594,144.5125,143.1251,143.8188,147.1624,153.6269,153.191,115.3546,116.7869,117.869,129.6536,129.2896,130.0787,140.5312,145.633,141.2484667,132.3091,132.108,134.3541667,126.007,140.328,139.0055,153.8828,126.8954,113.0363,128.1255,129.1741,129.6806,120.976,123.1055,123.8742,132.9198,130.5773,124.622,131.1051,122.5739,123.0463,126.8501,126.5561,128.8522,124.2076,129.3721,132.217,133.8113,134.5829,137.8604,134.3418,134.947,156.0219,158.5146,160.9618,155.3702667,128.9622,132.7328,134.3636,130.4731,127.7636,127.0476,133.981,132.9498,138.1517,130.1415,133.7249,141.7166,141.4201,139.9501,140.6851,121.4254,120.2751,122.5685,137.8487,138.5884,137.0191,124.6434,136.3935,144.239,118.5189,121.3247,118.96,119.9976,126.0897,125.8041,125.33,123.0739,125.918,128.4062,126.3538,132.5026,131.948,128.7689,130.973,126.6132,124.8045,130.4844,124.2382,123.9605,124.422,156.7664,159.9474,157.6612,163.6476,179.4019,174.8081,133.0208,134.9345,139.3958,133.5865,139.9281,140.3835,137.921,137.8839,137.0025,131.3729,137.7623,139.0484,122.9524,121.7404,121.7474,121.2135,130.2917,133.6566
